date,open,high,low,close,volume
2021-01-04,105000,107500,104500,106000,144999
2021-01-05,105500,106500,103500,105000,122886
2021-01-06,105000,108000,104500,107000,140737
2021-01-07,105500,106500,104000,104000,145017
2021-01-08,105500,109500,103500,108000,263377
2021-01-11,110000,113000,106000,112500,367347
2021-01-12,112500,113500,108500,112500,166816
2021-01-13,112500,117000,112000,116500,216057
2021-01-14,117000,117500,114500,115000,114031
2021-01-15,115500,117500,114000,116000,117324
2021-01-18,115500,115500,113000,113500,121200
2021-01-19,113500,114000,110000,113000,82899
2021-01-20,114000,117500,112000,116500,131634
2021-01-21,117000,117500,109500,110000,178107
2021-01-22,110500,112000,108000,109500,96533
2021-01-25,110000,111500,106000,108000,173379
2021-01-26,107500,109000,104000,104500,215970
2021-01-27,106000,106500,102000,104000,239581
2021-01-28,101500,103000,100000,100000,145815
2021-01-29,101500,102500,99500,99900,166156
2021-02-01,100500,103500,99800,102500,150719
2021-02-02,104500,107000,102000,107000,212437
2021-02-03,108000,111500,107000,110500,217244
2021-02-04,109500,111000,106000,110000,96570
2021-02-05,112000,114500,109500,109500,142432
2021-02-08,109000,111000,107500,109500,98341
2021-02-09,108500,110500,107000,110000,103341
2021-02-10,109500,115000,109000,114000,202577
2021-02-15,114000,114500,111500,113000,99822
2021-02-16,114000,115500,110000,112500,107132
2021-02-17,112500,112500,107000,109500,107782
2021-02-18,109500,110000,104500,105000,145348
2021-02-19,105000,105500,102500,104000,100562
2021-02-22,106000,109000,103500,104500,141847
2021-02-23,104000,106500,103000,106000,79352
2021-02-24,107000,108500,104500,106000,137193
2021-02-25,107500,111000,107000,108500,120025
2021-02-26,106500,110000,106000,110000,204823
2021-03-02,115000,116000,106000,109000,308622
2021-03-03,108500,109000,106500,107500,84428
2021-03-04,106000,106500,105500,105500,60537
2021-03-05,105000,106000,101500,104500,86028
2021-03-08,105500,106000,103000,103000,44119
2021-03-09,103000,103500,99900,103000,123920
2021-03-10,104000,104500,100500,101000,85422
2021-03-11,101000,103000,101000,103000,53603
2021-03-12,103500,104000,103000,104000,40608
2021-03-15,104000,104000,102000,102500,47415
2021-03-16,102500,103500,102500,103500,45735
2021-03-17,103000,104000,101000,102000,65461
2021-03-18,103000,103500,102000,102500,60258
2021-03-19,101500,102500,101000,102000,67794
2021-03-22,101500,102500,100500,100500,117396
2021-03-23,101000,101500,100000,100500,85063
2021-03-24,101000,101500,100000,100500,66386
2021-03-25,100500,101500,100000,100500,62120
2021-03-26,100500,101000,99800,100000,103735
2021-03-29,100500,100500,97100,97300,249382
2021-03-30,97500,99000,97300,98200,107680
2021-03-31,98700,99400,97800,98200,89491
2021-04-01,98600,98700,94600,95400,203823
2021-04-02,95400,95600,92000,92800,246909
2021-04-05,93500,94000,91100,93000,239194
2021-04-06,93400,93900,90300,90600,196548
2021-04-07,90700,91500,85500,85600,618984
2021-04-08,86100,87500,83200,87300,485657
2021-04-09,87000,88400,86100,87500,248187
2021-04-12,87400,89900,87200,88700,286997
2021-04-13,89100,90000,88600,89100,213054
2021-04-14,89100,89400,87800,88300,142167
2021-04-15,88500,89000,86900,86900,186962
2021-04-16,86700,88400,86600,88100,126228
2021-04-19,88600,89200,88100,88500,110362
2021-04-20,89200,89500,88500,88900,223038
2021-04-21,89000,89100,87600,87900,163832
2021-04-22,88000,88400,87400,87800,98876
2021-04-23,87800,87800,86400,87100,132631
2021-04-26,87600,88800,86700,88800,107700
2021-04-27,89000,89200,87700,88000,119252
2021-04-28,88400,88500,86400,86800,169806
2021-04-29,86800,87100,84100,85000,146495
2021-04-30,85200,86300,84200,84300,107417
2021-05-03,84000,86900,83100,86900,118499
2021-05-04,87200,87500,85700,87300,73184
2021-05-06,86800,87200,85200,85500,138179
2021-05-07,84700,85000,83500,83900,162851
2021-05-10,84400,86000,83800,86000,176819
2021-05-11,84500,84700,83200,83200,142229
2021-05-12,82600,82900,80500,80800,166813
2021-05-13,79000,80600,78800,78900,165509
2021-05-14,79800,80500,79100,79200,79512
2021-05-17,79300,80200,77200,78900,204962
2021-05-18,79100,83400,79100,82500,279459
2021-05-20,82400,84800,81800,82900,1283476
2021-05-21,85200,86800,85000,85400,369239
2021-05-24,86000,86600,83800,86100,164076
2021-05-25,86200,86300,84500,84700,94440
2021-05-26,85000,85600,83400,85400,108270
2021-05-27,85900,86000,85000,85400,111758
2021-05-28,85300,85400,84300,84400,119689
2021-05-31,84400,84500,81700,82700,160597
2021-06-01,82700,83400,82300,82300,117472
2021-06-02,82400,82700,80200,80400,218151
2021-06-03,80300,81400,80000,81200,183522
2021-06-04,81100,82700,80700,81400,184716
2021-06-07,82000,82100,80100,80800,197112
2021-06-08,80900,81000,79800,80000,172327
2021-06-09,79900,82500,79800,81000,215768
2021-06-10,80700,82400,80100,81400,211433
2021-06-11,82000,83000,81700,82900,116505
2021-06-14,82900,83500,80900,82600,216012
2021-06-15,82400,84000,81900,83600,169238
2021-06-16,84100,85900,84000,85500,273801
2021-06-17,84600,85400,83600,83600,137245
2021-06-18,84400,85000,82700,83400,151549
2021-06-21,83000,84700,82600,84500,148665
2021-06-22,85000,85000,83400,83600,131810
2021-06-23,84000,84500,82500,82500,191698
2021-06-24,82700,83500,82000,82800,75987
2021-06-25,83300,83300,81700,81800,165093
2021-06-28,81800,81900,80900,81000,198869
2021-06-29,81100,83100,81100,82900,143818
2021-06-30,82900,83500,82300,83000,104098
2021-07-01,83500,89000,83300,88500,869645
2021-07-02,88800,93000,88400,92000,769399
2021-07-05,91000,92700,88700,92600,416087
2021-07-06,91300,93000,91000,91900,208828
2021-07-07,92000,94900,91200,93700,369582
2021-07-08,93800,94500,90000,92600,324495
2021-07-09,91300,93200,90000,93000,234419
2021-07-12,93500,94300,92300,93700,128860
2021-07-13,93800,93800,91700,92400,151787
2021-07-14,92200,93500,91800,92500,115883
