date,open,high,low,close,volume
2021-01-04,949000,985000,935000,978000,151790
2021-01-05,973000,993000,960000,985000,122865
2021-01-06,991000,997000,950000,953000,169260
2021-01-07,962000,963000,939000,947000,118410
2021-01-08,956000,1000000,949000,995000,198693
2021-01-11,993000,1006000,955000,978000,220317
2021-01-12,963000,969000,926000,947000,192743
2021-01-13,946000,955000,933000,940000,123066
2021-01-14,932000,946000,930000,939000,97237
2021-01-15,946000,960000,933000,935000,110598
2021-01-18,935000,949000,927000,938000,100252
2021-01-19,949000,968000,944000,957000,100320
2021-01-20,969000,969000,950000,965000,93411
2021-01-21,961000,974000,959000,970000,68683
2021-01-22,971000,1000000,963000,989000,135835
2021-01-25,989000,996000,972000,995000,80768
2021-01-26,992000,997000,950000,953000,127191
2021-01-27,963000,992000,962000,978000,108151
2021-01-28,960000,985000,951000,968000,98895
2021-01-29,962000,967000,940000,953000,141061
2021-02-01,953000,953000,935000,953000,83021
2021-02-02,956000,995000,954000,984000,132535
2021-02-03,1003000,1032000,997000,1008000,201313
2021-02-04,1002000,1005000,958000,962000,138692
2021-02-05,970000,977000,959000,976000,74762
2021-02-08,994000,1048000,991000,1038000,239999
2021-02-09,1028000,1036000,1002000,1006000,135965
2021-02-10,1018000,1046000,993000,1027000,154288
2021-02-15,1026000,1027000,993000,999000,111745
2021-02-16,1001000,1019000,993000,1015000,85534
2021-02-17,993000,1005000,988000,999000,88009
2021-02-18,1005000,1009000,991000,995000,69587
2021-02-19,993000,1005000,975000,997000,82183
2021-02-22,993000,997000,929000,931000,216700
2021-02-23,934000,945000,927000,931000,127023
2021-02-24,941000,969000,930000,934000,161574
2021-02-25,963000,973000,951000,972000,95195
2021-02-26,951000,964000,932000,936000,130379
2021-03-02,949000,980000,940000,946000,113384
2021-03-03,948000,964000,943000,962000,69600
2021-03-04,960000,972000,946000,960000,97325
2021-03-05,947000,950000,926000,931000,127784
2021-03-08,931000,942000,926000,931000,86957
2021-03-09,934000,937000,927000,931000,92247
2021-03-10,936000,944000,928000,932000,70912
2021-03-11,931000,944000,927000,931000,97451
2021-03-12,936000,945000,932000,935000,47055
2021-03-15,935000,937000,927000,930000,58908
2021-03-16,935000,965000,930000,954000,82668
2021-03-17,959000,972000,937000,940000,70627
2021-03-18,946000,956000,934000,939000,67977
2021-03-19,931000,943000,929000,933000,75701
2021-03-22,933000,940000,927000,932000,90722
2021-03-23,932000,939000,930000,931000,78190
2021-03-24,937000,939000,930000,936000,48361
2021-03-25,932000,934000,892000,906000,190165
2021-03-26,902000,909000,884000,898000,173281
2021-03-29,890000,890000,829000,834000,343144
2021-03-30,834000,852000,834000,845000,180279
2021-03-31,857000,884000,851000,873000,152553
2021-04-01,885000,887000,868000,875000,91499
2021-04-02,880000,895000,877000,885000,52468
2021-04-05,885000,890000,875000,885000,39659
2021-04-06,880000,887000,868000,870000,79923
2021-04-07,870000,878000,861000,868000,65101
2021-04-08,868000,900000,862000,899000,127478
2021-04-09,899000,933000,891000,925000,109902
2021-04-12,910000,923000,901000,906000,60204
2021-04-13,901000,914000,889000,914000,76606
2021-04-14,905000,920000,904000,916000,57371
2021-04-15,912000,930000,908000,920000,61393
2021-04-16,918000,923000,911000,912000,81063
2021-04-19,907000,907000,890000,894000,85734
2021-04-20,894000,901000,880000,882000,89387
2021-04-21,882000,884000,855000,857000,132714
2021-04-22,859000,862000,845000,850000,118343
2021-04-23,854000,855000,845000,849000,64336
2021-04-26,844000,861000,835000,861000,125444
2021-04-27,859000,862000,851000,858000,53668
2021-04-28,858000,858000,835000,835000,76542
2021-04-29,832000,847000,831000,837000,70652
2021-04-30,832000,846000,828000,830000,79050
2021-05-03,837000,837000,818000,820000,53108
2021-05-04,815000,820000,802000,818000,72026
2021-05-06,813000,815000,801000,806000,86423
2021-05-07,806000,844000,806000,830000,95745
2021-05-10,816000,885000,810000,878000,257577
2021-05-11,869000,869000,843000,850000,107129
2021-05-12,848000,851000,838000,847000,82939
2021-05-13,846000,847000,835000,841000,106031
2021-05-14,833000,842000,831000,831000,91373
2021-05-17,828000,835000,804000,815000,84788
2021-05-18,818000,834000,816000,823000,72893
2021-05-20,822000,835000,806000,822000,107149
2021-05-21,832000,854000,832000,853000,146618
2021-05-24,851000,851000,832000,846000,68299
2021-05-25,841000,865000,841000,859000,72102
2021-05-26,860000,873000,850000,856000,58256
2021-05-27,856000,870000,848000,851000,134891
2021-05-28,842000,863000,842000,852000,69042
2021-05-31,867000,875000,857000,868000,80686
2021-06-01,873000,877000,864000,872000,54286
2021-06-02,873000,879000,850000,854000,62526
2021-06-03,854000,859000,846000,851000,50460
2021-06-04,842000,849000,834000,843000,74482
2021-06-07,840000,852000,838000,843000,50361
2021-06-08,841000,853000,839000,843000,43630
2021-06-09,844000,870000,843000,858000,78067
2021-06-10,860000,864000,846000,849000,81019
2021-06-11,851000,861000,838000,841000,89254
2021-06-14,841000,864000,840000,858000,55683
2021-06-15,860000,869000,850000,853000,70241
2021-06-16,848000,857000,843000,848000,52423
2021-06-17,843000,844000,822000,824000,128351
2021-06-18,827000,831000,818000,818000,87955
2021-06-21,819000,824000,815000,820000,57153
