date,open,high,low,close,volume
2021-01-04,15244,15647,15110,15602,1256480
2021-01-05,15602,16451,15602,15915,2093064
2021-01-06,16094,16094,15244,15289,1455998
2021-01-07,15334,15557,15200,15334,1023155
2021-01-08,15468,15915,15334,15871,1418739
2021-01-11,16049,16049,15334,15871,1824385
2021-01-12,15825,16451,15602,15960,1592036
2021-01-13,16317,17927,16183,16988,4908973
2021-01-14,16943,17122,16272,16362,1536985
2021-01-15,16407,16809,16362,16631,1033564
2021-01-18,16675,17256,16228,16809,1415360
2021-01-19,17032,17256,16675,16988,890923
2021-01-20,16988,18105,16854,18106,2074762
2021-01-21,18016,18016,16898,17212,12776918
2021-01-22,17211,17301,16272,16318,3402623
2021-01-25,16362,16764,16272,16541,1787159
2021-01-26,16541,16720,15781,15871,2317765
2021-01-27,16138,16138,15334,15736,1689998
2021-01-28,15289,15557,15021,15155,1505534
2021-01-29,15423,15512,14171,14574,1959440
2021-02-01,14484,15468,14216,15334,1425853
2021-02-02,15602,16362,15378,16273,2410765
2021-02-03,16362,16541,15870,16407,1689121
2021-02-04,16541,17748,16138,17480,5391984
2021-02-05,17479,17524,16675,16988,2401241
2021-02-08,17077,17435,16675,16809,1527166
2021-02-09,17077,17301,16004,16049,1667295
2021-02-10,16272,16854,16183,16362,1639898
2021-02-15,16630,18642,16585,18374,7497004
2021-02-16,18552,19312,17882,18061,3151546
2021-02-17,18061,18240,17435,18151,2362541
2021-02-18,17927,20072,17882,19671,7361577
2021-02-19,19581,20430,18508,18821,3606550
2021-02-22,19312,20251,18463,18732,3386445
2021-02-23,18329,18329,17614,17882,2266506
2021-02-24,17927,18240,16898,17122,2444452
2021-02-25,17927,19223,17792,18642,4595933
2021-02-26,17882,18910,17792,18776,2530035
2021-03-02,19268,19491,17882,18195,2204061
2021-03-03,17971,18329,17614,17882,1573501
2021-03-04,17569,17569,16809,17033,2295508
2021-03-05,16496,17256,16317,17167,1646893
2021-03-08,17301,17614,16541,16586,1305998
2021-03-09,16496,16630,15781,16452,1324730
2021-03-10,16988,17032,16049,16094,850927
2021-03-11,16138,16988,16094,16809,1222357
2021-03-12,16988,17167,16585,17122,1049687
2021-03-15,17256,17390,16988,17033,806203
2021-03-16,17167,17211,16854,17078,598795
2021-03-17,17122,17122,16764,17122,605080
2021-03-18,17167,17569,17032,17525,1074214
2021-03-19,17167,18284,17077,18195,2656126
2021-03-22,18195,18597,17792,18151,1548005
2021-03-23,18463,18687,17480,17525,1373234
2021-03-24,17524,17792,17032,17435,830760
2021-03-25,17480,17703,16943,17078,1053875
2021-03-26,17167,18150,17122,18061,2040897
2021-03-29,18508,18776,16854,16988,5615548
2021-03-30,17122,18016,16496,17972,4325532
2021-03-31,18240,20922,17971,19760,12925310
2021-04-01,19760,20072,19223,19760,2939009
2021-04-02,19581,19715,18731,18955,2709339
2021-04-05,18821,19447,18776,19268,1574417
2021-04-06,19312,19357,18821,19089,1066074
2021-04-07,19134,19268,18597,18687,1168387
2021-04-08,18731,18955,18329,18732,1181038
2021-04-09,18552,18955,18552,18776,790619
2021-04-12,18731,18776,17971,18151,1394606
2021-04-13,18150,18284,17792,17972,1139432
2021-04-14,17971,18240,17703,18016,1261528
2021-04-15,18150,18240,17927,18016,707260
2021-04-16,18016,18195,17927,18151,731921
2021-04-19,18150,18552,18150,18419,1176108
2021-04-20,18597,19089,18508,19000,2640185
2021-04-21,19550,19600,18800,19000,1827174
2021-04-22,19150,19700,19000,19500,1062129
2021-04-23,19400,19450,19050,19050,667276
2021-04-26,19150,19150,18800,18850,632799
2021-04-27,18750,18800,18050,18150,1231780
2021-04-28,18300,18300,17650,17700,964477
2021-04-29,17800,18050,17500,17600,637772
2021-04-30,17600,17850,17150,17300,645382
2021-05-03,17100,17600,16800,17100,679912
2021-05-04,17000,17200,16500,17200,893845
2021-05-06,17400,18300,17100,18000,1674487
2021-05-07,18300,18350,17800,17900,708891
2021-05-10,17950,18200,17900,17950,667507
2021-05-11,17850,17900,17250,17350,802297
2021-05-12,17350,17600,17050,17150,490324
2021-05-13,16900,17400,16700,16900,756106
2021-05-14,17100,17100,16650,16750,585403
2021-05-17,16850,16900,16550,16700,463490
2021-05-18,16800,17150,16700,16950,594211
2021-05-20,16950,17000,16650,16900,452760
2021-05-21,16950,17450,16950,17350,644176
2021-05-24,18500,18550,17750,18000,2146484
2021-05-25,18050,18450,17600,18300,1571382
2021-05-26,18350,18400,17900,18150,748937
2021-05-27,18200,18300,17800,18000,667895
2021-05-28,18050,18200,17900,17900,586810
2021-05-31,17900,17900,17300,17300,1169003
2021-06-01,17300,18100,17200,18000,1551849
2021-06-02,18000,18050,17550,17550,808452
2021-06-03,17700,17750,17450,17550,401783
2021-06-04,17550,17650,17250,17450,520243
2021-06-07,17450,17950,17450,17550,628204
2021-06-08,17600,17650,17000,17300,836864
2021-06-09,17400,17500,17200,17350,411870
2021-06-10,17250,17450,17150,17300,474285
2021-06-11,17450,17450,17200,17300,405032
2021-06-14,17550,17550,17300,17550,366296
2021-06-15,17600,17900,17400,17900,606495
2021-06-16,18000,18150,17750,17900,645993
2021-06-17,17700,17800,17550,17550,416465
2021-06-18,17550,17900,17400,17700,572109
2021-06-21,17100,18000,16950,17350,1805472
2021-06-22,17400,17600,17150,17500,883192
2021-06-23,17350,17450,17000,17100,1936772
2021-06-24,17150,17150,16750,17000,1235405
2021-06-25,17200,17300,17050,17050,730153
