date,open,high,low,close,volume
2021-01-04,38300,38300,37250,38050,976774
2021-01-05,38050,40550,37500,40000,1920208
2021-01-06,40950,41300,39400,39650,1289464
2021-01-07,40500,41500,40100,40800,1107735
2021-01-08,41500,42600,41100,41750,1736980
2021-01-11,42100,44350,40950,42950,1922705
2021-01-12,42850,43350,40700,42750,1445362
2021-01-13,42950,43550,42000,42800,894283
2021-01-14,42800,43000,42100,42900,767442
2021-01-15,43300,43500,41600,41900,767287
2021-01-18,41100,44200,40850,43100,1502862
2021-01-19,44200,44500,43300,44500,1297356
2021-01-20,45100,45200,43150,44000,1009149
2021-01-21,43800,44150,43350,43500,664694
2021-01-22,44000,44100,42450,42550,975631
2021-01-25,42650,43200,41650,42300,1160428
2021-01-26,42800,42800,41300,41500,1056251
2021-01-27,41600,42300,40850,41150,913589
2021-01-28,39950,41300,39650,40100,1022991
2021-01-29,40200,40450,37850,38150,1303011
2021-02-01,38200,42000,37550,41750,1327909
2021-02-02,42450,42750,40750,42050,1073207
2021-02-03,42800,43200,41900,43000,1216208
2021-02-04,43800,43800,40500,40950,1980674
2021-02-05,41100,41100,39350,40300,1209654
2021-02-08,40300,40900,39850,40150,690908
2021-02-09,40300,40500,39700,39800,645147
2021-02-10,39800,40700,38850,40700,776556
2021-02-15,40800,40800,39900,40000,606408
2021-02-16,40050,40250,39550,40000,545738
2021-02-17,39850,39850,39000,39400,792894
2021-02-18,39200,39600,38400,38400,695396
2021-02-19,38400,38750,37250,38450,727610
2021-02-22,38450,38600,37650,37700,789715
2021-02-23,37700,38300,37250,37850,694437
2021-02-24,37850,38000,36300,36350,878863
2021-02-25,37050,37750,36750,37750,916648
2021-02-26,36400,36900,35900,36350,911006
2021-03-02,37000,37200,36350,37000,718560
2021-03-03,36700,37550,36600,37500,446769
2021-03-04,37150,37150,35950,36450,810717
2021-03-05,35950,36150,35400,36000,549052
2021-03-08,36500,37400,36200,36350,576770
2021-03-09,36600,38000,36300,38000,1279560
2021-03-10,38500,38500,36700,37050,1051091
2021-03-11,37300,38550,37200,38050,1371296
2021-03-12,38700,39150,38300,39050,1081889
2021-03-15,39300,41150,38900,40350,1999652
