date,open,high,low,close,volume
2021-01-04,71600,72900,70300,72500,309673
2021-01-05,72000,76000,71400,76000,488812
2021-01-06,75900,76700,73000,73500,412389
2021-01-07,75900,79500,74400,78400,595599
2021-01-08,79500,80000,76100,78500,438781
2021-01-11,78600,78600,73100,74700,495757
2021-01-12,74200,74200,70900,72000,491204
2021-01-13,72200,73300,71700,72500,308544
2021-01-14,72700,73400,72000,72800,321795
2021-01-15,74000,74200,71800,71900,308359
2021-01-18,71000,71600,70200,70400,323581
2021-01-19,70900,72100,70300,71700,298121
2021-01-20,72500,72900,70700,72900,351575
2021-01-21,73500,76300,72300,75900,634835
2021-01-22,76000,76000,74100,75500,282975
2021-01-25,75500,75600,73800,74200,272806
2021-01-26,73900,73900,70600,70700,476498
2021-01-27,71200,71200,69500,70400,307276
2021-01-28,68400,69000,66600,67000,362659
2021-01-29,68100,68200,62700,64400,369606
2021-02-01,63600,67500,62100,66800,291962
2021-02-02,67000,68500,65700,68200,244554
2021-02-03,68400,68800,66500,67100,222242
2021-02-04,67400,67900,66300,67600,185000
2021-02-05,68000,70500,67800,69700,272915
2021-02-08,69700,70600,69100,70000,143267
2021-02-09,70700,73500,69800,71800,317272
2021-02-10,72700,72900,69700,70500,220197
2021-02-15,70600,71000,69600,69900,162607
2021-02-16,70500,73000,70200,72000,330389
2021-02-17,72500,73400,71000,73000,290917
2021-02-18,72900,73000,70500,70700,196145
2021-02-19,71300,71800,68600,70000,160718
2021-02-22,71100,75500,70800,74100,713389
2021-02-23,75300,77600,73500,74500,621412
2021-02-24,75500,75700,70000,70400,397159
2021-02-25,72200,73400,70800,72500,293097
2021-02-26,70500,71100,68300,69900,264374
2021-03-02,71000,71100,69100,69600,159027
2021-03-03,69600,70400,68100,69900,146571
2021-03-04,68700,69300,67400,68100,175355
2021-03-05,66800,66900,65200,66300,230977
2021-03-08,66900,67100,64600,64800,167492
2021-03-09,64300,65200,62000,63500,237135
2021-03-10,64300,64900,61500,61800,216565
2021-03-11,61900,63600,61900,63100,155990
2021-03-12,64000,66800,64000,66000,233840
2021-03-15,65800,65800,64500,65300,103147
2021-03-16,65400,67500,65200,67400,123975
2021-03-17,67500,67600,65700,67000,103359
2021-03-18,67000,67900,65700,65800,161784
2021-03-19,64700,64700,63700,63700,200634
2021-03-22,64200,64800,63500,64500,95438
