date,open,high,low,close,volume
2026-03-05,9000,9880,8120,8330,181485877
2026-03-06,8250,8680,7680,7750,45092525
2026-03-09,7650,7650,6880,6930,17595540
2026-03-10,7230,8300,7170,7510,87100906
2026-03-11,7720,7870,7340,7480,20590420
2026-03-12,7440,7640,7180,7260,9574246
2026-03-13,7090,7420,6980,7110,8682477
2026-03-16,7110,7150,6860,6900,7927304
2026-03-17,7000,7280,6930,7040,10390740
2026-03-18,7130,7150,6920,6950,6568519
2026-03-19,6800,6830,6710,6710,5163939
2026-03-20,6650,6780,6490,6600,7831831
2026-03-23,6450,6530,6130,6150,6254660
2026-03-24,6340,6450,6050,6120,4208648
