date,open,high,low,close,volume
2021-01-04,167500,169000,163500,168500,118757
2021-01-05,168000,179000,167500,177000,275065
2021-01-06,177000,177000,170500,172000,133609
2021-01-07,174000,177000,172000,174500,111350
2021-01-08,175000,175000,170500,173000,119868
2021-01-11,173000,173500,167500,170000,138200
2021-01-12,171500,172000,168000,172000,88355
2021-01-13,173000,173000,170000,170500,71433
2021-01-14,169500,172500,168500,171000,97606
2021-01-15,172000,176500,169000,169000,146533
2021-01-18,167500,168500,161000,161500,124302
2021-01-19,163000,167000,163000,165000,74337
2021-01-20,165500,167500,163500,167000,72783
2021-01-21,167500,169500,167000,169000,79789
2021-01-22,171000,172000,166500,171000,109649
2021-01-25,172000,173000,169500,172000,70851
2021-01-26,172000,172000,169000,169500,62947
2021-01-27,171000,172000,167500,169000,83331
2021-01-28,167000,177000,165000,173500,186405
2021-01-29,175500,175500,166500,168000,158729
2021-02-01,169500,171000,164500,170000,64790
2021-02-02,170000,176000,169000,174000,122668
2021-02-03,176500,191500,174000,189500,469408
2021-02-04,193000,194500,185500,188500,198308
2021-02-05,189000,189000,182500,184000,92775
2021-02-08,185500,186500,178500,180000,109852
2021-02-09,180000,181000,176000,177000,69934
2021-02-10,177000,177000,172000,173500,118702
2021-02-15,176000,176000,172500,173500,95929
2021-02-16,174500,179000,173500,179000,102372
2021-02-17,179500,179500,173000,174500,90898
2021-02-18,175500,176000,171500,171500,73557
2021-02-19,171500,173500,168500,170500,71528
2021-02-22,172000,174500,171500,171500,53738
2021-02-23,172000,172500,169000,170500,66345
2021-02-24,170500,171000,165500,165500,79450
2021-02-25,166500,168000,162500,167500,92447
2021-02-26,165500,166000,162500,164000,71990
2021-03-02,166000,166500,162000,163000,57658
2021-03-03,163000,170000,163000,168000,67078
2021-03-04,168000,172500,166000,170500,104989
2021-03-05,170500,170500,166500,167000,55587
2021-03-08,168000,170500,167000,168000,35081
2021-03-09,169000,170500,164000,165000,74939
2021-03-10,167000,169500,165000,166500,47118
2021-03-11,167000,171000,167000,169000,65418
2021-03-12,171000,171000,169500,170500,37967
2021-03-15,170000,172000,168000,172000,42498
2021-03-16,173000,176500,172500,176000,127553
2021-03-17,176500,176500,174000,176000,48787
2021-03-18,176500,178500,174000,174000,61926
2021-03-19,172000,172500,169000,169500,62610
2021-03-22,171000,174000,169500,174000,51633
2021-03-23,174500,175500,171500,173500,42919
2021-03-24,173500,182500,173000,180000,149224
2021-03-25,181500,186000,172000,178500,209785
2021-03-26,180500,187000,180500,185000,152253
2021-03-29,185000,190000,185000,189500,107560
2021-03-30,190000,190500,184000,186500,78020
2021-03-31,186500,187000,181000,183000,71655
2021-04-01,182500,185500,178500,180500,74956
2021-04-02,179500,183000,179500,182000,43726
2021-04-05,181500,182000,179500,180500,29617
2021-04-06,180000,183500,178000,183500,48109
2021-04-07,182000,183500,180500,183000,37515
2021-04-08,183000,183000,179000,179000,47903
2021-04-09,179000,180000,177500,178000,50022
2021-04-12,178500,180000,177000,178000,33527
2021-04-13,178500,178500,175000,175000,69826
2021-04-14,175500,177500,175500,176000,30917
2021-04-15,176000,176500,174500,174500,43076
2021-04-16,174500,180500,174500,179500,66232
2021-04-19,180000,180500,178500,179000,27927
2021-04-20,180000,181000,178000,180000,48302
2021-04-21,181000,181000,176000,178500,53612
2021-04-22,178000,179500,177000,177000,31722
2021-04-23,177000,178500,175500,176000,32772
2021-04-26,176500,181000,176000,180500,48585
2021-04-27,180500,180500,177500,179000,28245
2021-04-28,180500,180500,178500,178500,28790
2021-04-29,178500,179500,173000,174000,52779
2021-04-30,173000,176500,171000,171500,40781
2021-05-03,171500,173000,167500,167500,54026
2021-05-04,167000,169000,166000,168500,46680
2021-05-06,168500,170000,167000,170000,46901
2021-05-07,170500,175000,168500,168500,78677
2021-05-10,169000,174500,169000,172500,101583
2021-05-11,173000,174500,169000,170500,76682
2021-05-12,170500,170500,165500,168500,73294
2021-05-13,166000,171500,165500,171500,68299
2021-05-14,170000,171000,168500,170000,36920
2021-05-17,170000,170000,168500,169500,26626
2021-05-18,170500,171500,170000,171500,33343
2021-05-20,169500,171000,168000,170000,29555
2021-05-21,170500,171500,169000,169500,31253
2021-05-24,169000,170000,165000,166500,43526
2021-05-25,167000,169500,167000,169500,40048
2021-05-26,170500,174000,169500,170500,45148
2021-05-27,169500,171500,168000,171500,78104
2021-05-28,171500,171500,169500,170000,29812
2021-05-31,171000,171000,168000,170000,44536
2021-06-01,170000,170500,168500,169500,46783
2021-06-02,169500,170500,168000,168500,48773
2021-06-03,168500,170000,168000,170000,46776
2021-06-04,168500,169500,166500,167000,76675
2021-06-07,167000,168000,166000,166500,49827
2021-06-08,167500,168500,166500,168000,30942
2021-06-09,168000,168000,166000,166000,27831
2021-06-10,166500,167000,164000,165000,68888
2021-06-11,165000,167000,165000,166500,28849
2021-06-14,166500,168000,165500,167000,37022
2021-06-15,167000,167500,166000,166000,49236
2021-06-16,166500,175000,166500,175000,217574
2021-06-17,175000,180000,175000,177500,124205
2021-06-18,180000,180000,175500,178000,100079
2021-06-21,178500,179000,175500,177500,61518
2021-06-22,177000,178500,175000,175500,38956
2021-06-23,175500,178000,172500,177500,68832
2021-06-24,177000,178000,174500,177500,53072
2021-06-25,176000,178500,175500,178500,59354
2021-06-28,179500,181000,177000,180000,68684
2021-06-29,180000,180000,177500,178000,40550
2021-06-30,176500,179500,176500,177000,41456
2021-07-01,177000,183500,176500,182000,78265
2021-07-02,182000,182000,178000,180000,35058
2021-07-05,180000,181500,178500,179500,20634
2021-07-06,180500,182000,179500,181000,27924
2021-07-07,180000,182000,178500,180500,39502
2021-07-08,180000,182000,178000,179000,43288
