date,open,high,low,close,volume
2021-01-04,43750,43900,42650,42750,311849
2021-01-05,43000,43150,42300,42950,266486
2021-01-06,42700,43200,42400,42600,273340
2021-01-07,43000,43950,43000,43650,389718
2021-01-08,44000,44050,43400,43800,374085
2021-01-11,43800,43850,42450,42750,430471
2021-01-12,43000,43000,42050,42700,297675
2021-01-13,42900,43750,42700,43250,294142
2021-01-14,43300,43750,43000,43350,190602
2021-01-15,43750,43850,42950,43150,195733
2021-01-18,43150,43400,42000,42000,229636
2021-01-19,42350,42700,41900,42000,175093
2021-01-20,41900,41900,40400,40450,541108
2021-01-21,40600,41350,40500,41300,213137
2021-01-22,40900,40950,39950,40000,523099
2021-01-25,40250,40600,39800,40550,210573
2021-01-26,40650,40650,39800,39800,282244
2021-01-27,40000,40150,38950,38950,334347
2021-01-28,38650,38650,37550,37850,333210
2021-01-29,38200,38750,36700,36800,339218
2021-02-01,36800,38300,36800,37600,206750
2021-02-02,38050,38600,37700,38000,209655
2021-02-03,38050,38450,37750,37850,188199
2021-02-04,37800,38100,37050,37250,194630
2021-02-05,37350,38200,37300,38050,149710
2021-02-08,38300,38900,38200,38650,191057
2021-02-09,38700,39550,38700,39150,215845
2021-02-10,39300,39350,38750,38950,269263
2021-02-15,39150,39700,38600,38600,232212
2021-02-16,38650,38950,38400,38700,116963
2021-02-17,38650,39400,38500,39350,213184
2021-02-18,39300,39350,38400,38400,267743
2021-02-19,38450,38650,37500,38000,265207
2021-02-22,38600,41100,38450,40400,1071937
2021-02-23,41350,41700,40600,40700,582604
2021-02-24,41050,41050,39600,39600,607826
2021-02-25,40400,41700,39750,41450,448522
2021-02-26,41350,42050,40550,41400,478112
2021-03-02,41400,42200,41200,42050,346730
2021-03-03,41800,43200,41800,43150,342841
2021-03-04,42250,43100,42100,42400,260015
2021-03-05,41950,43500,41950,43500,364946
2021-03-08,43700,44500,43500,44250,287635
2021-03-09,44600,45000,44100,44200,340500
2021-03-10,43700,44500,43100,44500,219512
2021-03-11,44500,44750,43600,43900,317698
2021-03-12,43700,43700,42550,43050,363818
2021-03-15,43400,44550,43400,44550,305079
2021-03-16,44450,44800,44300,44650,261775
2021-03-17,44650,44950,44350,44500,224697
2021-03-18,44550,44900,44200,44500,285917
2021-03-19,45350,45750,44100,45700,1109384
2021-03-22,45650,45700,45100,45300,170073
2021-03-23,45500,45650,44750,45150,181980
2021-03-24,45150,45150,44300,44500,200501
2021-03-25,44300,45450,44250,45300,194839
2021-03-26,45300,45700,45300,45500,177123
2021-03-29,45950,46050,45450,46000,221559
2021-03-30,46150,46500,46000,46500,172020
2021-03-31,46050,47700,46000,47300,290277
2021-04-01,47300,47750,46450,47200,151950
2021-04-02,46500,46950,46200,46500,142960
2021-04-05,46500,46550,45900,46550,87018
2021-04-06,46200,46750,45900,46350,80009
2021-04-07,46100,46400,46000,46250,105291
2021-04-08,46100,46750,46050,46250,170126
2021-04-09,46050,46450,46050,46100,79430
2021-04-12,45800,46300,45500,46200,131040
2021-04-13,46200,46200,44800,44800,341869
2021-04-14,44800,45450,44600,45200,291750
2021-04-15,45200,45750,45100,45500,162466
2021-04-16,45700,45750,45300,45450,111475
2021-04-19,45450,46200,45200,46200,163508
2021-04-20,46050,47450,46050,47350,322824
2021-04-21,47050,47100,46000,46000,223352
2021-04-22,46200,47000,46050,47000,142270
2021-04-23,46900,48000,46550,47650,249401
2021-04-26,47850,48400,47650,48050,257400
2021-04-27,48200,48550,47650,48550,198815
2021-04-28,48650,49800,48550,49050,325084
2021-04-29,49100,49600,47950,48000,186276
2021-04-30,48500,49250,48150,48950,234598
2021-05-03,48950,49600,48650,49100,164954
2021-05-04,48700,49000,47100,48000,182243
2021-05-06,48850,50000,48800,50000,290144
2021-05-07,50100,50900,49800,50500,199957
2021-05-10,50500,50800,50000,50600,158956
2021-05-11,50800,51500,50000,51100,200261
2021-05-12,51200,51500,49250,49900,262239
2021-05-13,49500,51900,49300,51600,393859
2021-05-14,51900,52100,50800,51700,299937
2021-05-17,50400,51500,50000,50700,199995
2021-05-18,51100,51900,50900,51800,136586
2021-05-20,51000,51600,50300,50800,170716
2021-05-21,50800,51500,49800,50000,179763
2021-05-24,49900,50900,49800,50000,118943
2021-05-25,49650,50800,49550,50800,145649
2021-05-26,50500,50900,50100,50400,104015
2021-05-27,50000,51500,49900,50600,455911
2021-05-28,50800,51000,50200,50600,93734
2021-05-31,50600,51300,50300,50700,100248
2021-06-01,50900,51400,50100,51300,96454
2021-06-02,51000,51400,50800,51200,122507
2021-06-03,51200,52300,51100,51900,193411
2021-06-04,51500,52100,50800,51100,128707
2021-06-07,51000,51300,50300,50700,124875
2021-06-08,50700,51500,50300,50800,195656
2021-06-09,50500,51300,50000,50200,225647
2021-06-10,50000,50300,49300,49500,293488
2021-06-11,49500,49800,49300,49550,142943
2021-06-14,49650,50300,49050,49150,145161
