date,open,high,low,close,volume
2021-01-04,28350,28350,27800,28200,385323
2021-01-05,28200,29600,28050,29450,715323
2021-01-06,29950,30450,29000,29050,591316
2021-01-07,29800,31650,29750,30900,1184979
2021-01-08,31100,31450,30450,31250,617812
2021-01-11,31700,31700,29350,30200,692310
2021-01-12,30150,30150,29050,29750,464460
2021-01-13,30000,30250,29450,30050,249491
2021-01-14,30650,31200,30050,30200,401941
2021-01-15,30750,30750,29800,29800,280123
2021-01-18,29650,29650,28850,29200,339115
2021-01-19,30950,32150,29950,30350,1358108
2021-01-20,30500,30550,29900,30250,298992
2021-01-21,30650,30700,30100,30250,299853
2021-01-22,30400,30400,29850,30000,297709
2021-01-25,30100,30800,30100,30800,343255
2021-01-26,31000,33300,30500,31200,1317135
2021-01-27,31350,31650,31000,31250,266218
2021-01-28,30500,30500,29950,30100,298697
2021-01-29,30350,30450,28400,28500,423594
2021-02-01,28550,28900,28150,28800,279501
2021-02-02,29750,29900,29100,29500,335316
2021-02-03,29600,29700,29000,29200,242027
2021-02-04,29350,29350,28600,28900,204309
2021-02-05,29150,29350,28800,29350,173183
2021-02-08,29950,30300,29500,29700,268607
2021-02-09,31000,31200,29900,29950,441005
2021-02-10,30050,30350,29700,29850,240377
2021-02-15,30200,30900,30050,30850,376500
2021-02-16,31700,34550,31650,33100,2890869
2021-02-17,33850,34850,33100,34500,2366198
2021-02-18,34700,34750,33050,33050,866274
2021-02-19,33400,33650,32000,32950,478794
2021-02-22,33950,37400,33700,36600,2877677
2021-02-23,36900,39700,35050,35300,2256716
2021-02-24,35900,37050,34600,34750,1221540
2021-02-25,36750,36800,35650,36500,727610
2021-02-26,35500,36600,34700,36600,678843
2021-03-02,36600,36650,34700,35450,894373
2021-03-03,35700,36500,35250,35650,673417
2021-03-04,35000,35350,34050,34700,443844
2021-03-05,33750,34600,33050,34550,530257
2021-03-08,34700,35600,34150,34200,549491
2021-03-09,34500,34800,33450,34050,307860
2021-03-10,34100,34200,32600,32650,457209
2021-03-11,32700,33050,31950,32450,446166
2021-03-12,32850,33300,32400,32900,305674
2021-03-15,33150,33150,32400,32800,255517
2021-03-16,33100,33550,32700,32750,356827
2021-03-17,32550,32600,31700,32250,393629
2021-03-18,32550,32600,32100,32250,227665
2021-03-19,31900,32050,31600,31900,249813
2021-03-22,32000,32350,31550,32350,230483
2021-03-23,32500,32850,31500,31700,343321
2021-03-24,31400,31850,31150,31750,209481
2021-03-25,31850,32150,31550,31900,163496
2021-03-26,32050,32700,31700,32550,298478
2021-03-29,33250,33350,32800,33000,411651
2021-03-30,33350,33500,32500,32850,260369
2021-03-31,33150,33500,32850,33500,313046
2021-04-01,33700,33700,32950,33200,202985
2021-04-02,33350,33450,32800,32900,210768
2021-04-05,32950,33200,32450,33150,179381
2021-04-06,33350,33500,32750,33000,229273
2021-04-07,33300,34300,33150,33600,376374
2021-04-08,33450,34150,33300,33750,260739
2021-04-09,33800,33900,33100,33200,259153
2021-04-12,33200,33300,32800,33000,178613
2021-04-13,33100,33400,32850,33050,247703
2021-04-14,32950,33150,32750,33100,206517
2021-04-15,33400,35250,33300,35000,1096911
2021-04-16,36050,36500,34800,35150,1019892
2021-04-19,35100,35800,35000,35200,370602
2021-04-20,35350,36400,35350,35950,854306
2021-04-21,35500,35600,34700,34950,488001
2021-04-22,35150,35200,34500,34700,288716
2021-04-23,34800,35550,34750,35300,337784
2021-04-26,36050,36850,35750,35850,692864
2021-04-27,36650,39100,36400,38900,2018065
2021-04-28,39300,39550,37200,37450,1303000
2021-04-29,37800,39000,36700,38650,1097950
2021-04-30,39100,39200,36900,37600,679185
2021-05-03,37500,39600,37300,37950,877088
2021-05-04,38500,38850,37300,37950,466684
2021-05-06,38700,41650,38300,41250,1924181
2021-05-07,41650,43150,41000,41650,1299742
2021-05-10,42900,45000,42800,44250,1492074
2021-05-11,43800,47950,43550,47300,1931126
2021-05-12,48100,49950,45950,46950,2012315
2021-05-13,45850,48700,43900,44900,1568162
2021-05-14,45150,45800,43000,43550,1039452
2021-05-17,43850,44200,42400,42650,601276
2021-05-18,43200,44250,43000,43400,591001
2021-05-20,41900,42050,40500,41550,874437
2021-05-21,41600,41750,40300,40900,612223
2021-05-24,40400,41050,39400,40000,457810
2021-05-25,40500,40700,39650,40200,536833
2021-05-26,39750,39800,38600,38850,787661
2021-05-27,39250,39900,38750,39100,549492
2021-05-28,40400,41350,40200,40450,1158428
2021-05-31,40850,40900,39750,40200,397379
2021-06-01,40450,41650,40350,40450,615578
2021-06-02,40900,40950,40500,40600,362387
2021-06-03,40600,40600,39800,40150,409768
2021-06-04,39600,40000,39100,39850,342557
2021-06-07,40000,40200,38850,39000,475759
2021-06-08,38950,39300,38450,39100,284859
2021-06-09,39100,39300,38450,38450,264480
2021-06-10,38450,38950,38000,38500,264327
2021-06-11,38800,39900,38650,39500,461025
2021-06-14,39950,39950,39100,39200,213729
2021-06-15,39400,39800,38850,39050,340967
2021-06-16,38550,38900,38250,38850,272409
2021-06-17,38750,38750,38350,38550,223168
2021-06-18,38150,38350,37600,37800,634411
2021-06-21,37250,37300,36200,36450,700539
2021-06-22,36850,37700,36850,37550,349822
2021-06-23,37700,37900,37050,37300,274905
2021-06-24,37950,38000,37450,37700,275137
2021-06-25,38000,38650,37750,38600,374366
2021-06-28,38700,38700,37900,38400,191332
2021-06-29,38400,38400,37800,38050,163923
2021-06-30,38050,38150,37500,38150,171614
2021-07-01,38250,38550,37800,38000,136432
2021-07-02,37850,38100,37800,38050,132421
2021-07-05,38100,38150,37600,37850,156995
2021-07-06,38000,38300,37850,38150,176076
2021-07-07,38150,38150,37350,37600,226518
2021-07-08,37550,38950,37450,37850,498638
2021-07-09,37350,37400,36200,36800,403665
2021-07-12,37250,37550,36900,37150,163095
2021-07-13,37350,38200,37350,38050,252209
2021-07-14,37800,38200,37350,38100,206308
2021-07-15,38600,39150,38100,38350,407741
2021-07-16,38550,39300,38400,38850,398027
2021-07-19,38600,38600,37500,37800,265790
2021-07-20,36400,37200,36350,37050,267758
2021-07-21,37700,38150,37350,37450,187470
2021-07-22,38000,38950,37800,38800,494598
2021-07-23,38850,39600,38700,39200,368181
2021-07-26,40000,40400,39250,39300,602409
2021-07-27,40200,40300,39050,39600,408414
2021-07-28,39600,39800,39200,39500,255176
2021-07-29,39650,40100,39250,40050,504811
2021-07-30,40450,40500,38450,38550,763978
2021-08-02,38550,39050,37950,38950,259862
2021-08-03,38750,38800,37900,37950,253857
2021-08-04,38150,39100,37900,38900,298324
2021-08-05,38600,38850,38200,38450,236214
2021-08-06,38450,38450,38050,38200,163416
2021-08-09,38000,38000,37300,37700,197508
2021-08-10,37700,37700,37000,37250,183683
2021-08-11,37350,37900,37000,37150,163914
2021-08-12,37350,37900,37200,37500,167824
2021-08-13,37500,37500,36150,36800,262842
2021-08-17,36400,36800,35300,35450,257623
2021-08-18,35100,35800,34550,35750,174347
2021-08-19,35150,35150,33700,33800,381490
2021-08-20,33750,34000,32700,32900,262325
2021-08-23,32800,33700,32800,33450,139596
2021-08-24,33850,34750,33850,34650,177779
2021-08-25,34700,35050,34200,34550,106854
2021-08-26,34550,34800,34050,34200,115898
2021-08-27,34300,34450,33950,34200,95081
2021-08-30,34900,35500,34550,35350,179122
2021-08-31,35350,35600,35050,35450,121688
2021-09-01,35350,35800,35200,35650,92930
2021-09-02,35650,36000,35300,35550,116281
2021-09-03,35450,35800,35250,35550,104534
2021-09-06,35600,35650,35200,35600,69448
2021-09-07,35650,36500,35500,35950,174784
2021-09-08,35950,36250,35450,35650,155061
2021-09-09,35250,35500,34500,34550,188755
2021-09-10,34750,34900,34200,34800,127887
2021-09-13,35050,36800,35050,36750,472551
2021-09-14,37300,37700,36450,36600,362290
2021-09-15,36300,36900,36150,36550,176350
2021-09-16,36950,37150,36000,36150,177950
2021-09-17,35800,35850,35450,35700,136940
2021-09-23,35100,35300,34450,34750,178465
2021-09-24,35000,35250,34550,34700,128825
2021-09-27,34450,34700,33850,34250,108786
2021-09-28,34300,34700,33850,33950,128704
2021-09-29,33300,33900,33150,33400,151221
2021-09-30,33400,33500,33150,33300,115394
2021-10-01,33050,33050,32300,32500,165117
2021-10-05,32000,33250,31650,32600,231727
2021-10-06,32850,33400,31750,31750,176433
2021-10-07,31750,32400,31750,32300,93892
2021-10-08,33050,33100,31900,32200,157464
2021-10-12,32650,33200,32200,32350,145073
2021-10-13,32500,32800,32000,32600,107465
2021-10-14,33550,34150,33400,33700,274025
2021-10-15,34950,35100,34000,34050,209582
2021-10-18,34900,35950,34600,35750,518957
2021-10-19,35400,35500,35100,35450,171568
