date,open,high,low,close,volume
2021-01-04,14900,16750,14250,16550,38614102
2021-01-05,16300,17000,15950,16500,21309175
2021-01-06,16500,16800,15800,15850,9328438
2021-01-07,16150,16750,15850,16150,8861417
2021-01-08,16350,16350,15250,15750,8834942
2021-01-11,15650,15700,14850,15200,10353133
2021-01-12,14900,15600,14400,14850,8445013
2021-01-13,14900,15200,14700,15050,5077946
2021-01-14,15050,15600,15000,15200,5199879
2021-01-15,15350,15450,14700,14800,3673211
2021-01-18,14550,14650,13800,14050,6546762
2021-01-19,14250,15000,14200,14950,6550934
2021-01-20,15250,15300,14600,14700,3906953
2021-01-21,14950,15300,14800,14950,5213430
2021-01-22,15050,15100,14600,14700,3111058
2021-01-25,14750,14800,14300,14450,4655517
2021-01-26,14300,14500,13800,14050,6461281
2021-01-27,13950,14200,13600,14100,5073285
2021-01-28,14600,15550,13900,14050,14998872
2021-01-29,14200,14250,13250,13650,5983385
2021-02-01,13350,14250,13150,14000,4390083
2021-02-02,14200,14250,13850,14050,2478159
2021-02-03,14150,14200,13800,13950,2389105
2021-02-04,14050,14050,13600,13700,2167607
2021-02-05,13800,14300,13650,14050,3290911
2021-02-08,14150,14450,13950,14400,4166903
2021-02-09,14500,14600,14100,14350,3449836
2021-02-10,15400,15450,14300,14500,11525634
2021-02-15,14850,15650,14400,15350,14405862
2021-02-16,15450,15500,15000,15100,5382177
2021-02-17,15300,16000,15050,15800,11989053
2021-02-18,15800,16150,15450,15800,6250429
2021-02-19,15700,16500,15550,16400,11848992
2021-02-22,16600,17650,16250,17300,19417433
2021-02-23,17100,17450,16700,17000,8596743
2021-02-24,17050,17900,16850,17000,12631894
2021-02-25,17500,18450,17200,18400,15246668
2021-02-26,17900,19000,17850,19000,17928022
2021-03-02,19750,19800,18650,18800,11059044
2021-03-03,18700,20750,18700,20400,20737131
2021-03-04,20150,20850,19650,20300,11174464
2021-03-05,20000,22450,19750,21950,22893847
2021-03-08,22200,22700,21750,22100,9040955
2021-03-09,22000,24050,19950,20150,32684736
2021-03-10,20750,21900,20400,21900,15519474
2021-03-11,21750,22250,20850,21200,10807890
2021-03-12,21300,22450,20600,21600,11735479
2021-03-15,21600,21900,21200,21450,5058110
2021-03-16,21550,22600,21450,22300,8509531
2021-03-17,22500,22800,21950,22400,5826891
2021-03-18,22600,23700,22500,23600,9731574
2021-03-19,23400,24450,23200,24450,13534303
2021-03-22,24800,27000,24550,26550,17226746
2021-03-23,27350,29600,27000,28450,26263232
2021-03-24,27950,29750,27500,29150,19852644
2021-03-25,29850,30000,28150,29450,12848857
2021-03-26,29600,35700,29600,34150,54130619
2021-03-29,32600,33550,29700,30950,41757002
2021-03-30,30000,30200,28000,28100,26785243
2021-03-31,28950,29900,28600,29000,15096798
2021-04-01,28400,28500,26550,27800,18982890
2021-04-02,29150,29250,28050,28050,8635764
2021-04-05,28050,29000,27400,28750,9383774
2021-04-06,29150,29800,28750,29150,6441442
2021-04-07,29250,30500,28850,30500,10760811
2021-04-08,30900,31200,30200,30500,7349524
2021-04-09,30500,30850,29800,29850,4893306
2021-04-12,30250,30500,29550,29900,4633875
2021-04-13,29150,30100,28900,29900,7991525
2021-04-14,29800,30500,29400,30100,4747564
2021-04-15,30100,30350,29650,29850,3680934
2021-04-16,30200,31800,30100,31150,10454456
2021-04-19,31750,33650,31550,33400,13334501
2021-04-20,33550,34200,32750,33550,8385794
2021-04-21,33250,33550,32800,33050,4505509
2021-04-22,33400,34500,33300,33750,9131672
2021-04-23,34000,34350,32350,32950,9067510
2021-04-26,34350,36700,33600,36150,21050328
2021-04-27,37000,37600,35800,36800,11256804
2021-04-28,36800,39950,36800,39300,19976442
2021-04-29,39600,40500,38200,39950,12154736
2021-04-30,40100,40600,38850,39200,11054067
2021-05-03,39850,39900,36300,36950,16483961
2021-05-04,36000,36550,34300,35650,19167271
2021-05-06,36250,39900,36100,39900,16629073
2021-05-07,40800,43450,39950,42600,20814694
2021-05-10,42900,44750,41250,44200,17701914
2021-05-11,43000,45000,42950,44400,9971250
2021-05-12,44150,48550,44100,47600,20954229
2021-05-13,47800,50000,43200,44450,28785777
2021-05-14,45900,47000,42700,43700,20548921
2021-05-17,45300,46500,41500,42850,19700199
2021-05-18,42200,43350,41450,42850,10179023
2021-05-20,43050,46150,42200,46050,14847741
2021-05-21,46400,47450,45350,46100,11961176
2021-05-24,46500,48500,46150,47750,12340850
2021-05-25,48650,49650,48450,49350,12076390
2021-05-26,49500,50200,48900,49400,9093070
2021-05-27,49100,50600,47550,50600,33509359
2021-05-28,50100,51100,49100,49650,10028270
2021-05-31,49850,50200,47500,47900,11407511
2021-06-01,47100,47900,46050,47650,10632345
2021-06-02,48250,49300,47250,47250,10235397
