date,open,high,low,close,volume
2021-01-04,77800,78900,77000,78000,1077102
2021-01-05,77400,77900,74800,77300,1387811
2021-01-06,77300,78900,76300,77400,1028893
2021-01-07,79700,81500,78700,80600,1947359
2021-01-08,81700,81800,79400,80700,1162577
2021-01-11,81100,87400,80000,82000,2710021
2021-01-12,82000,84400,80900,82600,1308709
2021-01-13,83300,85000,83100,83600,838599
2021-01-14,83500,86000,83500,84900,954548
2021-01-15,85700,86200,82500,82600,836534
2021-01-18,81000,81800,77100,78500,1161683
2021-01-19,78000,80000,76600,79600,911568
2021-01-20,80300,80300,77300,78200,881604
2021-01-21,78200,79000,77600,78900,577287
2021-01-22,79100,79100,77200,77200,654252
2021-01-25,76600,78700,76000,78500,618711
2021-01-26,79000,79200,76600,76600,555941
2021-01-27,76600,77400,75500,75500,551104
2021-01-28,74500,75300,72300,73200,920668
2021-01-29,73700,73800,70000,70600,870175
2021-02-01,70000,72400,69600,71000,605805
2021-02-02,71400,73500,71000,72900,552526
2021-02-03,73700,73700,71900,72000,487003
2021-02-04,72100,72100,70200,70700,545180
2021-02-05,71100,72000,70500,71800,328362
2021-02-08,72100,73500,71200,72700,510509
2021-02-09,72900,73300,71900,72700,429410
2021-02-10,72700,72700,71500,71700,583701
2021-02-15,72500,73400,72000,73200,482774
2021-02-16,74200,74200,73100,73400,433822
2021-02-17,73300,77300,72900,76800,957165
2021-02-18,77000,77500,75500,75600,618022
2021-02-19,75800,76000,73100,75500,603760
2021-02-22,75800,79400,75600,79000,1218533
2021-02-23,80000,80200,77200,77400,752981
2021-02-24,78000,79100,74000,74400,775554
2021-02-25,75400,77300,75000,76700,435155
2021-02-26,75400,76900,74400,75000,694499
2021-03-02,76200,78900,75800,78400,828000
2021-03-03,77800,79200,77700,79000,454724
2021-03-04,79500,79600,77500,78300,505712
2021-03-05,77900,81000,77400,80400,1145550
2021-03-08,81000,81600,79500,79500,469094
2021-03-09,80700,81500,79200,80900,681122
2021-03-10,80100,81800,79500,81100,438570
2021-03-11,81500,82500,79200,79400,873391
2021-03-12,79500,79700,77700,77900,569995
2021-03-15,78300,79400,77700,79400,311769
2021-03-16,79000,79600,78500,78900,328389
2021-03-17,79000,79600,77900,79500,262441
2021-03-18,79400,79600,78000,78000,445032
2021-03-19,78400,78700,76500,76500,745638
2021-03-22,76800,77800,76100,77000,328453
2021-03-23,77500,77800,76100,76200,301860
2021-03-24,75900,76400,75100,75200,348476
2021-03-25,75200,76200,74700,75600,235573
2021-03-26,76200,78000,75900,77200,377861
2021-03-29,77600,77700,75300,75900,422645
2021-03-30,76500,78600,76100,78300,436039
2021-03-31,78300,79300,77800,78100,320396
2021-04-01,77700,78800,77200,77500,211759
2021-04-02,77300,78400,77300,77600,219290
2021-04-05,77400,78000,77200,78000,132493
2021-04-06,77900,78200,77100,77500,261570
2021-04-07,77500,78200,77200,77400,212050
2021-04-08,77700,78500,77300,77300,272230
2021-04-09,77300,77500,76500,76700,253911
2021-04-12,76800,77100,75700,76000,308432
2021-04-13,76100,77400,76000,76700,302371
2021-04-14,76500,81400,76400,80600,896786
2021-04-15,80600,80900,79700,80200,387387
2021-04-16,80500,81900,79900,80800,455858
2021-04-19,80900,81700,80500,81100,378464
2021-04-20,81100,84200,81100,82200,646656
2021-04-21,81900,81900,79800,80400,462955
2021-04-22,80600,82500,80500,82000,433687
2021-04-23,82000,83100,81100,82400,320821
2021-04-26,84000,86900,83700,84900,1024537
2021-04-27,87500,87700,83300,84400,1036122
2021-04-28,84900,86900,83300,84200,910762
2021-04-29,84900,85300,82800,83000,558159
2021-04-30,83000,84000,81600,81700,543996
2021-05-03,84100,88900,82900,85000,1849657
2021-05-04,86100,87500,82600,83600,776386
2021-05-06,84400,86800,84100,86400,796827
2021-05-07,86800,86900,85500,86400,430169
2021-05-10,86300,86400,84800,85400,602680
2021-05-11,85400,86400,84500,86000,570957
2021-05-12,85600,86200,83200,84100,585213
2021-05-13,83000,88000,82800,86300,1334035
2021-05-14,87700,87700,84300,84900,599282
2021-05-17,84900,86000,84500,85400,400611
2021-05-18,85800,86600,85400,86100,319364
2021-05-20,85200,85900,84200,84900,359672
2021-05-21,84900,85600,83000,83700,436598
2021-05-24,83700,84900,83200,84500,247700
2021-05-25,84100,85000,83500,84400,349464
2021-05-26,84200,84800,84100,84600,230560
2021-05-27,84000,84900,82700,82800,627701
2021-05-28,83300,83700,82600,83200,215554
2021-05-31,83400,84300,83100,83800,288866
2021-06-01,83700,84200,83100,84000,270794
2021-06-02,83900,86000,83600,85900,590100
