date,open,high,low,close,volume
2021-01-04,7920,9200,7830,8580,48408592
2021-01-05,8580,8780,8340,8660,9238294
2021-01-06,8660,8760,8380,8420,4253373
2021-01-07,8430,8720,8430,8440,4916780
2021-01-08,8540,8580,8210,8290,3660276
2021-01-11,8370,8500,7940,8170,4368349
2021-01-12,8180,8350,8030,8180,2814858
2021-01-13,8250,8570,8200,8320,5200480
2021-01-14,8340,8640,8340,8560,4620707
2021-01-15,8590,8600,8260,8280,2449490
2021-01-18,8190,8360,7990,8160,2019028
2021-01-19,8250,8540,8230,8390,3107302
2021-01-20,8480,8510,8310,8500,2141425
2021-01-21,8570,8880,8450,8750,6334505
2021-01-22,8860,8940,8630,8630,4915995
2021-01-25,8780,9330,8720,9170,18946774
2021-01-26,9050,9120,8780,8820,3879512
2021-01-27,8820,8910,8550,8550,2796866
2021-01-28,8260,8620,8240,8280,2605905
2021-01-29,8100,8190,7600,7740,5186795
2021-02-01,7640,8000,7540,7940,2213895
2021-02-02,8080,8170,7950,8010,1632743
2021-02-03,8190,8190,7950,8030,1323110
2021-02-04,8030,8110,7920,8000,1221914
2021-02-05,8020,8100,7920,7940,1033896
2021-02-08,7940,7980,7790,7820,1002328
2021-02-09,7870,7920,7770,7770,873928
2021-02-10,7800,7840,7650,7800,859048
2021-02-15,7830,7860,7500,7850,965935
2021-02-16,7920,8080,7880,7990,1514158
2021-02-17,8000,8160,7910,8030,1516635
2021-02-18,8010,8130,7910,7910,1105763
2021-02-19,7950,7990,7710,7860,1106566
2021-02-22,7800,8590,7770,8010,20114487
2021-02-23,7910,8150,7810,7920,2437269
2021-02-24,8010,8020,7500,7540,2201923
2021-02-25,7650,7910,7650,7760,1299362
2021-02-26,7560,7570,7450,7490,1242830
2021-03-02,7710,7770,7500,7570,958532
2021-03-03,7590,7640,7480,7550,1158309
2021-03-04,8500,9340,8000,8000,63836539
2021-03-05,7820,8700,7670,8130,43702182
2021-03-08,8230,8270,7640,7640,7952231
2021-03-09,7600,7690,7280,7310,4360501
2021-03-10,7410,7560,7130,7130,3217294
2021-03-11,7130,7300,7130,7280,1670816
2021-03-12,7350,7470,7310,7370,1600216
2021-03-15,7390,7420,7310,7370,1019576
2021-03-16,7430,7440,7350,7400,1138331
2021-03-17,7440,7460,7350,7390,848432
2021-03-18,7430,7550,7400,7490,1355131
2021-03-19,7370,7490,7310,7440,795852
2021-03-22,7460,7470,7330,7410,837798
2021-03-23,7410,7510,7290,7320,1068412
2021-03-24,7310,7350,7250,7270,720566
2021-03-25,7310,7330,7260,7300,723135
2021-03-26,7330,7350,7230,7280,656433
2021-03-29,7300,7430,7250,7360,1050413
2021-03-30,7400,7410,7330,7350,717785
2021-03-31,7350,7470,7340,7350,832411
2021-04-01,7470,7510,7360,7400,835187
2021-04-02,7420,7480,7390,7450,1010040
2021-04-05,7460,7480,7410,7420,656885
2021-04-06,7450,7470,7410,7420,670477
2021-04-07,7470,7470,7420,7420,592450
2021-04-08,7450,7460,7370,7370,822625
2021-04-09,7390,7420,7320,7360,649362
2021-04-12,7360,7370,7260,7290,876203
2021-04-13,7300,7360,7270,7350,773064
2021-04-14,7360,7440,7310,7420,1010114
2021-04-15,7490,7740,7450,7500,4646199
2021-04-16,7510,7550,7440,7460,892976
2021-04-19,7460,7500,7400,7400,871586
2021-04-20,7390,7600,7380,7490,1587711
2021-04-21,7490,7490,7410,7430,823607
2021-04-22,7440,7820,7410,7550,4196246
2021-04-23,7580,7620,7440,7590,1664352
2021-04-26,7650,7650,7540,7620,1456334
2021-04-27,7370,7540,7310,7490,2126116
2021-04-28,7560,7560,7360,7380,1048336
2021-04-29,7380,7440,7280,7310,793088
2021-04-30,7330,7350,7150,7200,1009192
2021-05-03,7120,7210,6950,7000,1159889
2021-05-04,7000,7060,6740,6920,1198493
2021-05-06,6930,6940,6810,6880,883108
2021-05-07,6920,7030,6880,7030,725059
2021-05-10,7180,7440,7130,7370,2344983
2021-05-11,7340,7430,7240,7380,1110613
2021-05-12,7400,8360,7280,7560,29528828
2021-05-13,7390,7530,7320,7370,2841048
2021-05-14,7400,7550,7290,7290,2138089
2021-05-17,7290,7340,7200,7210,1089225
2021-05-18,7260,7330,7240,7290,674420
2021-05-20,7210,7570,7210,7520,1851333
2021-05-21,7770,7800,7550,7660,3201818
2021-05-24,7670,7760,7580,7620,1647723
2021-05-25,7700,8090,7680,7740,5250037
2021-05-26,7740,7970,7670,7890,1856280
2021-05-27,7890,8010,7740,8010,1586243
2021-05-28,8020,8030,7860,7910,1228861
2021-05-31,7940,8250,7850,8120,3263462
2021-06-01,8080,8170,8060,8150,1247796
2021-06-02,8190,8220,8110,8200,1654200
2021-06-03,8220,8350,8140,8230,1839603
2021-06-04,8230,8440,8180,8380,2322864
2021-06-07,8460,8550,8310,8490,2282744
2021-06-08,8460,8610,8450,8470,1686631
2021-06-09,8480,8700,8430,8500,1964550
2021-06-10,8510,8670,8400,8570,1726649
2021-06-11,8640,8740,8500,8550,1472373
2021-06-14,8580,8910,8500,8750,2151028
2021-06-15,8760,8950,8700,8800,1542083
2021-06-16,8780,8820,8430,8510,2428457
2021-06-17,8460,8690,8370,8580,1278581
2021-06-18,8540,8720,8540,8710,1101389
2021-06-21,8710,8750,8550,8600,1089885
2021-06-22,8650,8710,8570,8670,924611
2021-06-23,8790,9030,8430,8500,3591879
2021-06-24,8500,8520,8240,8510,1582138
2021-06-25,8520,8620,8440,8440,846991
2021-06-28,8360,8710,8360,8550,1269455
2021-06-29,8610,8610,8470,8570,690549
2021-06-30,8570,8630,8500,8560,455393
2021-07-01,8570,8590,8460,8480,697616
2021-07-02,8490,8630,8480,8550,738964
2021-07-05,8560,8760,8550,8650,1031566
2021-07-06,8640,8740,8420,8430,1545503
2021-07-07,8430,8510,8350,8390,707351
2021-07-08,8390,8510,8170,8250,1482233
2021-07-09,8110,8190,8000,8120,1438121
2021-07-12,8120,8200,8040,8090,931686
2021-07-13,8130,8170,8080,8110,641830
2021-07-14,8120,8150,8010,8080,606921
2021-07-15,8060,8070,7990,8050,1086175
2021-07-16,8030,8030,7940,7960,866059
2021-07-19,7960,8190,7890,8040,1023613
2021-07-20,7970,8180,7970,8070,1130305
2021-07-21,8090,8160,8000,8010,659682
2021-07-22,8020,8050,7970,8010,543627
2021-07-23,7930,8090,7900,8050,849119
2021-07-26,8060,8060,7900,7920,966197
2021-07-27,7910,8070,7910,7990,562039
2021-07-28,7980,8000,7850,7920,697286
2021-07-29,8130,8140,7960,8000,678572
2021-07-30,8010,8020,7920,7930,545065
2021-08-02,7970,7990,7860,7970,483786
2021-08-03,8010,8030,7890,7940,562151
2021-08-04,7950,8080,7910,8080,579592
2021-08-05,8100,8160,8060,8130,547544
2021-08-06,8110,8200,8100,8150,583400
2021-08-09,8150,8150,8020,8050,546242
2021-08-10,8030,8050,7880,7900,688726
2021-08-11,7850,7930,7710,7730,941008
2021-08-12,7700,7750,7620,7620,643561
2021-08-13,7630,7650,7320,7540,708071
2021-08-17,7450,7490,7250,7330,754425
2021-08-18,7320,7410,7220,7350,531122
2021-08-19,7260,7300,6990,6990,1063910
2021-08-20,7000,7190,6800,6810,1036004
2021-08-23,6820,7080,6820,7020,455642
